update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
14,28672,1448.5555804384485,19,4.736687500029802,1.1835663432962031,0.8755000233650208,6.1792497634887695,982.625,67.29308564035387,722.0,1000.0,1.9151416141539812,0.1167745825368911,-0.006083891730668256,0.025533565551086213,0.04139748390180934,4.736687500029802,1.1835663432962031,0.8755000233650208,6.1792497634887695
15,30720,1433.2944987101919,21,4.456812482327223,1.5313809134974299,0.6707500219345093,6.1792497634887695,970.9375,78.55688126287856,722.0,1000.0,1.9204843323677778,0.12197108927648515,-0.004783754420259356,0.020944051947481057,0.055522098894045635,4.456812482327223,1.5313809134974299,0.6707500219345093,6.1792497634887695
16,32768,1427.0390561468555,22,0.5135000161826611,1.6101835595873937,0.0,6.669750213623047,970.9375,78.55688126287856,722.0,1000.0,1.9146350175142288,0.10488522530067712,0.031242805358488113,0.0015866675503275474,0.020608309939847046,0.5135000161826611,1.6101835595873937,0.0,6.669750213623047
17,34816,1447.6467121906433,24,0.5135000161826611,1.6101835595873937,0.0,6.669750213623047,970.9375,78.55688126287856,722.0,1000.0,1.9169306214898825,0.11326196591835469,-0.004780923994985642,0.026195898515652516,0.06685503436233414,0.5135000161826611,1.6101835595873937,0.0,6.669750213623047
18,36864,1452.624644176123,25,0.5135000161826611,1.6101835595873937,0.0,6.669750213623047,970.9375,78.55688126287856,722.0,1000.0,1.9297106824815273,0.10350948420818895,-0.008578353856137255,0.032225922022917075,0.04329843443260885,0.5135000161826611,1.6101835595873937,0.0,6.669750213623047
19,38912,1435.086578981485,26,0.5135000161826611,1.6101835595873937,0.0,6.669750213623047,970.9375,78.55688126287856,722.0,1000.0,1.9302347600460052,0.09428127948194742,0.015216271842291462,0.0006161298911138147,0.01057088846177319,0.5135000161826611,1.6101835595873937,0.0,6.669750213623047
20,40960,1467.031518874213,28,0.5452812612056732,1.6219899600327097,0.0,6.669750213623047,956.8125,127.26508690033572,496.0,1000.0,1.9183243550360203,0.09686194884125143,-0.01692484823433915,0.029389220094344637,0.05542737350201604,0.5452812612056732,1.6219899600327097,0.0,6.669750213623047
21,43008,1449.3699650461272,29,0.8807187452912331,2.0982849823730074,0.0,6.669750213623047,954.25,130.5064653570849,496.0,1000.0,1.923163266852498,0.10520692740101367,-0.018087226440911763,0.04273976384502021,0.08644884489192194,0.8807187452912331,2.0982849823730074,0.0,6.669750213623047
22,45056,1453.6216848838947,31,0.8261562362313271,1.9533887770482112,0.0,6.037749767303467,954.25,130.5064653570849,496.0,1000.0,1.9183976575732231,0.12992025876883417,0.002551706280428334,0.018616013906466833,0.05132642516558326,0.8261562362313271,1.9533887770482112,0.0,6.037749767303467
23,47104,1427.5211881321068,32,0.8261562362313271,1.9533887770482112,0.0,6.037749767303467,954.25,130.5064653570849,496.0,1000.0,1.9328876081854105,0.09948762808926404,0.014528588901157491,0.0006345203605633287,0.011280218522844164,0.8261562362313271,1.9533887770482112,0.0,6.037749767303467
24,49152,1450.413724294007,33,0.8261562362313271,1.9533887770482112,0.0,6.037749767303467,954.25,130.5064653570849,496.0,1000.0,1.9228256829082966,0.09535893646534532,0.01964226022391813,0.00926448255768264,0.02535398497153921,0.8261562362313271,1.9533887770482112,0.0,6.037749767303467
25,51200,1391.2073394115034,35,0.8261562362313271,1.9533887770482112,0.0,6.037749767303467,954.25,130.5064653570849,496.0,1000.0,1.9244959950447083,0.09125463722739369,0.004654764692531899,0.00695472839629474,0.030542897015339715,0.8261562362313271,1.9533887770482112,0.0,6.037749767303467
26,53248,1474.934016718908,36,0.8261562362313271,1.9533887770482112,0.0,6.037749767303467,954.25,130.5064653570849,496.0,1000.0,1.9319240096956491,0.07008734229020774,0.014156573874060996,9.985626286379556e-05,0.00720269572881164,0.8261562362313271,1.9533887770482112,0.0,6.037749767303467
27,55296,1447.400101167129,38,0.8383906111121178,1.9574531032220663,0.0,6.037749767303467,948.8125,149.86294519910518,409.0,1000.0,1.931844137609005,0.06794065394205973,-0.012855406323978968,0.026815246047590335,0.03757912449307342,0.8383906111121178,1.9574531032220663,0.0,6.037749767303467
28,57344,1448.0767139231023,39,0.6146093904972076,1.6739279531018683,0.0,6.802500247955322,929.6875,186.30207954757242,409.0,1000.0,1.9114886354655027,0.12924932700116187,-0.04068797940362856,0.06582925495240488,0.11409689309401458,0.6146093904972076,1.6739279531018683,0.0,6.802500247955322
29,59392,1449.7890012666762,41,1.0026562809944153,1.9752308032808161,0.0,6.802500247955322,907.1875,197.83364815862342,409.0,1000.0,1.9201076216995716,0.14845472434535623,-0.009184823462419445,0.03778619175318454,0.05578631681646537,1.0026562809944153,1.9752308032808161,0.0,6.802500247955322
30,61440,1465.791608919043,42,1.0026562809944153,1.9752308032808161,0.0,6.802500247955322,907.1875,197.83364815862342,409.0,1000.0,1.9132572747766972,0.15666992496699095,0.002100113870255882,0.026036152596134343,0.056226760598280495,1.0026562809944153,1.9752308032808161,0.0,6.802500247955322
31,63488,1456.0025547191622,43,1.0530312806367874,1.9541282835646057,0.0,6.802500247955322,898.6875,195.27471634533234,409.0,1000.0,1.8910963647067547,0.17158009763807058,-0.0025220474672096316,0.03397579724696698,0.1010237100712332,1.0530312806367874,1.9541282835646057,0.0,6.802500247955322
32,65536,1464.8877198499424,45,1.0530312806367874,1.9541282835646057,0.0,6.802500247955322,898.6875,195.27471634533234,409.0,1000.0,1.852573212236166,0.1373935000738129,0.020867395302047953,0.019399939164941316,0.050589910932876195,1.0530312806367874,1.9541282835646057,0.0,6.802500247955322
33,67584,1455.1178429128192,46,1.0530312806367874,1.9541282835646057,0.0,6.802500247955322,898.6875,195.27471634533234,409.0,1000.0,1.8486928585916758,0.14919507829472423,-0.004253288570907898,0.04767204470044817,0.08609260780367331,1.0530312806367874,1.9541282835646057,0.0,6.802500247955322
34,69632,1451.853712201867,48,1.0530312806367874,1.9541282835646057,0.0,6.802500247955322,898.6875,195.27471634533234,409.0,1000.0,1.8803811334073544,0.13990185654256493,0.03107754496159032,0.0013466032523865579,0.024707527101489685,1.0530312806367874,1.9541282835646057,0.0,6.802500247955322
35,71680,1450.104233070495,49,1.7480781525373459,2.8139886392441604,0.0,7.801750183105469,937.0625,145.26891819570352,489.0,1000.0,1.8913930393755436,0.13518342445604503,-0.018343041807383997,0.023525792496002396,0.05493961892815465,1.7480781525373459,2.8139886392441604,0.0,7.801750183105469
36,73728,1474.3560657083794,50,1.8856250010430813,2.9048207163073303,0.0,7.801750183105469,886.0,192.71676107697536,489.0,1000.0,1.8698172271251678,0.17507822113111615,-0.07962739250797313,0.11993998437174014,0.13328775611623234,1.8856250010430813,2.9048207163073303,0.0,7.801750183105469
37,75776,1483.2531999834234,52,2.395453132688999,3.000193138853084,0.0,7.801750183105469,846.375,202.02997147700634,489.0,1000.0,1.8391705360263586,0.35651598032563925,-0.09104019051301293,0.1887714777549263,0.26997071643929155,2.395453132688999,3.000193138853084,0.0,7.801750183105469
38,77824,1429.6271244437476,53,2.4475000090897083,2.965204937997654,0.0,7.801750183105469,830.1875,199.43176112081545,489.0,1000.0,1.8551544211804867,0.3198605601210147,-0.055611519783269614,0.22261696267378284,0.3307940504686473,2.4475000090897083,2.965204937997654,0.0,7.801750183105469
39,79872,1446.845959925599,55,2.551437508314848,2.9061506017250256,0.0,7.801750183105469,790.9375,222.6009514664077,372.0,1000.0,1.851174360141158,0.3552913647145033,-0.05031844135373831,0.1305781786213629,0.2590783680775788,2.551437508314848,2.9061506017250256,0.0,7.801750183105469
40,81920,1468.9660336212803,56,2.1420312635600567,2.783156556422949,0.0,8.188750267028809,794.3125,218.36658362430364,372.0,1000.0,1.8553329668939114,0.3260411894880235,0.0535652887665492,0.008792845721472986,0.05731370693192079,2.1420312635600567,2.783156556422949,0.0,8.188750267028809
41,83968,1459.3562935941416,57,2.300531279295683,3.0682250104679007,0.0,8.751250267028809,758.25,228.81501808229285,372.0,1000.0,1.868794122710824,0.325384518597275,-0.03983566039096331,0.17367191988159902,0.3577832003250333,2.300531279295683,3.0682250104679007,0.0,8.751250267028809
42,86016,1459.0010933249766,59,2.300531279295683,3.0682250104679007,0.0,8.751250267028809,758.25,228.81501808229285,372.0,1000.0,1.899854227900505,0.31144684832543135,0.05535311243147589,0.005407949236541754,0.0424581089899137,2.300531279295683,3.0682250104679007,0.0,8.751250267028809
43,88064,1439.2246477558815,60,2.7965625021606684,3.437892438140924,0.0,8.969499588012695,769.75,250.8920335522832,320.0,1000.0,1.887868830934167,0.3698053830303252,-0.05682221929964726,0.11877126018953277,0.16356942370997207,2.7965625021606684,3.437892438140924,0.0,8.969499588012695
44,90112,1441.205432731518,62,3.4333749134093523,3.63720311284801,0.0,8.969499588012695,829.625,251.94564766036345,320.0,1000.0,1.8421445041894913,0.4873959217220545,0.023572138481540605,0.15701860780245624,0.2922868788770353,3.4333749134093523,3.63720311284801,0.0,8.969499588012695
45,92160,1398.944024061369,63,3.9684999119490385,3.5767841083449836,0.0,8.969499588012695,793.1875,298.2960397721532,198.0,1000.0,1.829015202820301,0.3920702044852078,0.04877315453632036,0.040294810620252974,0.08100055317038533,3.9684999119490385,3.5767841083449836,0.0,8.969499588012695
46,94208,1453.9319412491927,65,3.733484273776412,3.3669774957685608,0.0,8.969499588012695,731.375,336.92652667161724,198.0,1000.0,1.7996917851269245,0.45498507795855403,-0.07520673875842476,0.15429063378542196,0.18263285884038505,3.733484273776412,3.3669774957685608,0.0,8.969499588012695
47,96256,1438.2520687379217,66,3.024093732237816,3.2339736320885413,0.0,8.724249839782715,698.25,337.16863362418513,198.0,1000.0,1.7716210708022118,0.4639038322493434,-0.15693032805575058,0.3692296392109711,0.4330201413989928,3.024093732237816,3.2339736320885413,0.0,8.724249839782715
48,98304,1462.9415007986631,67,3.654734417796135,3.4998156326248124,0.0,8.928999900817871,649.8125,336.39155361535165,198.0,1000.0,1.7577169947326183,0.5773464697413146,-0.047724118987389375,0.22246726136654615,0.3205727487754557,3.654734417796135,3.4998156326248124,0.0,8.928999900817871
49,100352,1440.4888429181071,69,3.8544531241059303,3.588074495581812,0.0,9.223749160766602,570.25,327.0696600114416,159.0,1000.0,1.7938315831124783,0.39590058755129576,-0.01866956338926684,0.12895873744855635,0.19780921123834255,3.8544531241059303,3.588074495581812,0.0,9.223749160766602
50,102400,1431.6581514302525,70,5.140078105032444,3.7886462521517106,0.0,9.38124942779541,588.8125,278.1531095345691,138.0,1000.0,1.7278386522084475,0.5754783526062965,-0.20308713242411613,0.35360999379190616,0.4116918315153433,5.140078105032444,3.7886462521517106,0.0,9.38124942779541
51,104448,1437.210103312602,72,6.996203169226646,3.3547778291261525,1.1342500448226929,9.700750350952148,382.25,244.12151175183232,64.0,881.0,1.628952881321311,0.854974820278585,-0.28895111253950745,0.5259013531031087,0.4434013652151706,6.996203169226646,3.3547778291261525,1.1342500448226929,9.700750350952148
52,106496,1474.9205944095447,73,8.206781432032585,2.8788727321940377,0.0,9.70300006866455,283.3125,257.7202259112583,64.0,1000.0,1.6179956011474133,0.9678215710446239,-0.12340952892554924,0.35412394837476313,0.5558547940941394,8.206781432032585,2.8788727321940377,0.0,9.70300006866455
53,108544,1441.3338416353006,75,8.561203360557556,2.273533910079243,0.0,9.70300006866455,332.9375,289.6073783482562,66.0,1000.0,1.6235643979161978,0.8524556132033467,-0.16521485097473487,0.38857791980262846,0.4926756549920943,8.561203360557556,2.273533910079243,0.0,9.70300006866455
54,110592,1466.4995502302115,76,8.740921914577484,1.833490879521084,2.223249912261963,9.738999366760254,248.0625,265.3246758101289,53.0,1000.0,1.588349437341094,1.0079643642529845,-0.10758315585553646,0.3866432139184326,0.9589414630977982,8.740921914577484,1.833490879521084,2.223249912261963,9.738999366760254
55,112640,1444.3312160857015,77,8.845176409272586,1.9003520169982586,1.5257500410079956,9.819999694824219,231.76470588235293,207.69166326460814,42.0,691.0,1.4637605845928192,1.5012273043394089,-0.36999577283859253,0.6456882315687835,0.5089012316887187,8.845176409272586,1.9003520169982586,1.5257500410079956,9.819999694824219
56,114688,1450.9843275607705,79,9.597382208880257,0.15327497653845873,9.093250274658203,9.727749824523926,94.94117647058823,63.29526567950755,52.0,329.0,1.2920462489128113,1.9657716006040573,-0.5098568452522159,0.7841932803858072,0.7189695443708621,9.597382208880257,0.15327497653845873,9.093250274658203,9.727749824523926
57,116736,1469.2836293189828,80,9.656043508778447,0.22669217206834316,8.758000373840332,9.851500511169434,89.8695652173913,97.54343707908939,30.0,477.0,1.3267549499869347,1.7489034552127123,-0.358412564790342,0.5861778445541859,0.7103184595733807,9.656043508778447,0.22669217206834316,8.758000373840332,9.851500511169434
58,118784,1445.4419084420845,82,9.655490380067091,0.39387458602274406,7.779250621795654,9.833499908447266,89.5,163.1488819830148,32.0,884.0,1.1870768750086427,2.4459543228149414,-0.5037219910882413,0.73706608498469,0.600867421260241,9.655490380067091,0.39387458602274406,7.779250621795654,9.833499908447266
59,120832,1428.2662514742099,83,9.689124970209031,0.2666007888909651,8.551000595092773,9.85824966430664,81.45238095238095,113.57422628080478,28.0,564.0,0.9613788314163685,3.284891165792942,-0.707057646010071,0.9861357221379876,0.5857799377213609,9.689124970209031,0.2666007888909651,8.551000595092773,9.85824966430664
60,122880,1457.9392511634326,84,9.774413129557734,0.06634956116509975,9.475749969482422,9.874000549316406,45.65217391304348,22.696693296126863,25.0,175.0,0.8724526539444923,3.7333828397095203,-0.6644830224104226,0.8163329209201038,0.44624342915610793,9.774413129557734,0.06634956116509975,9.475749969482422,9.874000549316406
61,124928,1439.1426651918832,86,9.808267814772469,0.04654589289577509,9.635499954223633,9.876250267028809,38.107142857142854,9.841019422057155,26.0,68.0,0.7630077563226223,4.071361213922501,-0.6758717270568013,0.8871178110130131,0.4662745663956988,9.808267814772469,0.04654589289577509,9.635499954223633,9.876250267028809
62,126976,1469.1001910015816,87,9.82221059631883,0.03582324868488621,9.669249534606934,9.871749877929688,35.36842105263158,8.24329941384052,26.0,74.0,0.6812818823382258,4.238809332251549,-0.5454368740320206,0.6771570895798504,0.6293951213350784,9.82221059631883,0.03582324868488621,9.669249534606934,9.871749877929688
63,129024,1442.4830430545005,89,9.821837520599365,0.034952208762554,9.723250389099121,9.876249313354492,34.083333333333336,6.711412336874822,24.0,54.0,0.6339299222454429,4.604473654180765,-0.44208865985274315,0.4915554625913501,0.42774111002657345,9.821837520599365,0.034952208762554,9.723250389099121,9.876249313354492
64,131072,1448.0596261213066,90,9.840282222202847,0.029814489411837976,9.714250564575195,9.887499809265137,30.82857142857143,7.9605660756568035,22.0,83.0,0.5654358644969761,4.7231573686003685,-0.3943554575089365,0.3953480462078005,0.2670915551383798,9.840282222202847,0.029814489411837976,9.714250564575195,9.887499809265137
65,133120,1416.6080820827563,92,9.841323118943434,0.0323805230819366,9.711999893188477,9.887499809265137,29.661538461538463,4.534574606719502,22.0,41.0,0.5315715726464987,4.991636238992214,-0.32392455521039665,0.2994339691940695,0.41329825576777945,9.841323118943434,0.0323805230819366,9.711999893188477,9.887499809265137
66,135168,1440.648533588079,93,9.844050678046974,0.03318352538480932,9.63325023651123,9.889749526977539,28.756756756756758,5.354489934097013,22.0,51.0,0.5058256676420569,5.213953450322151,-0.2179794565308839,0.1775896975887008,0.2597767097263678,9.844050678046974,0.03318352538480932,9.63325023651123,9.889749526977539
67,137216,1485.9100562626222,94,9.849797351940259,0.02323234510266607,9.73900032043457,9.892000198364258,27.905405405405407,3.7350383294061316,21.0,41.0,0.4746898110024631,5.236589275300503,-0.14780775737017393,0.07263332977890968,0.23564295091559917,9.849797351940259,0.02323234510266607,9.73900032043457,9.892000198364258
68,139264,1471.183272296175,96,9.854608485573216,0.021636596649756028,9.765999794006348,9.889750480651855,26.776315789473685,4.441427829362412,21.0,47.0,0.4352883561514318,5.309441402554512,-0.09837214600702282,0.031923590948281344,0.2006941957124794,9.854608485573216,0.021636596649756028,9.765999794006348,9.889750480651855
69,141312,1441.1019484215788,97,9.858042829915098,0.015687145187084695,9.802000045776367,9.892000198364258,26.473684210526315,3.5743003887051885,21.0,47.0,0.4297477719374001,5.321188561618328,-0.031112654545722762,0.03732183002284728,0.49206468721602614,9.858042829915098,0.015687145187084695,9.802000045776367,9.892000198364258
70,143360,1419.3565675565997,99,9.862964221409388,0.023515287917018287,9.73900032043457,9.896499633789062,25.452380952380953,3.806025179159893,21.0,49.0,0.4160201526246965,5.378506667912006,-0.06441455497406423,0.030521544762450503,0.168130056303268,9.862964221409388,0.023515287917018287,9.73900032043457,9.896499633789062
71,145408,1374.5423838330823,100,9.872755768719841,0.014563129905225076,9.82450008392334,9.898749351501465,23.88235294117647,3.1712375194621254,20.0,43.0,0.3999991298187524,5.353524290025234,-0.039588216415722854,0.006861924925033236,0.17445838936639102,9.872755768719841,0.014563129905225076,9.82450008392334,9.898749351501465
72,147456,1440.7231968935155,102,9.874608814015108,0.018523098897566207,9.741250038146973,9.905500411987305,23.729411764705883,3.499204061746606,19.0,51.0,0.4012513244524598,5.341324634850025,-0.012217202525789617,0.04970489753577567,0.4540321408006087,9.874608814015108,0.018523098897566207,9.741250038146973,9.905500411987305
73,149504,1450.507528174508,103,9.881239113600358,0.011619722184594877,9.855998992919922,9.90999984741211,22.597826086956523,2.2701263257738864,18.0,30.0,0.4058100094553083,5.322959065437317,-0.003012890489117126,0.008225492572819348,0.20451001314116837,9.881239113600358,0.011619722184594877,9.855998992919922,9.90999984741211
74,151552,1432.231044802996,104,9.884907556616742,0.011610737133431635,9.831249237060547,9.905500411987305,22.206521739130434,2.760505795959757,18.0,42.0,0.37732282001525164,5.220812015235424,-0.027710162714356557,0.00492432695136813,0.15285499528287885,9.884907556616742,0.011610737133431635,9.831249237060547,9.905500411987305
75,153600,1451.964145847275,106,9.888092030976948,0.011938124787344193,9.835749626159668,9.90999984741211,21.42105263157895,2.346683874695574,18.0,31.0,0.36695488123223186,5.338621564209461,-0.03050456264099921,0.010112413425304112,0.11715982188073969,9.888092030976948,0.011938124787344193,9.835749626159668,9.90999984741211
76,155648,1436.9677561385254,107,9.89242751121521,0.009570862151992114,9.862750053405762,9.912249565124512,20.68,2.4119701490690137,17.0,33.0,0.3607728045899421,5.272798597812653,-0.02388607345710625,0.010254476150294067,0.15218627526704975,9.89242751121521,0.009570862151992114,9.862750053405762,9.912249565124512
77,157696,1435.517786685446,109,9.893136409798053,0.011567670104943497,9.84475040435791,9.912249565124512,20.555555555555557,2.800513020181572,17.0,35.0,0.31547430204227567,5.278617046773434,-0.02152450157154817,0.0066833282999141375,0.1343368626402859,9.893136409798053,0.011567670104943497,9.84475040435791,9.912249565124512
78,159744,1437.1057493701949,110,9.895022806495128,0.012440055838926446,9.833499908447266,9.912249565124512,20.383838383838384,3.90727648231268,17.0,46.0,0.32926710578612983,5.25061123073101,-0.009589167464582715,0.007176485007221345,0.22626283599746086,9.895022806495128,0.012440055838926446,9.833499908447266,9.912249565124512
79,161792,1429.2270321966205,112,9.894758193723616,0.013358690217329296,9.797500610351562,9.912249565124512,20.462365591397848,4.198205299566789,17.0,56.0,0.4049261442851275,5.1062092781066895,0.04808701853471575,0.025953001451853197,0.2160784389143716,9.894758193723616,0.013358690217329296,9.797500610351562,9.912249565124512
80,163840,1483.6454208982116,113,9.889727582931519,0.04351586471098899,9.511750221252441,9.912249565124512,22.57,17.88309536965008,17.0,190.0,0.348241510335356,5.186252020299435,-0.005993348977426649,0.041640719275164884,0.16228979206080585,9.889727582931519,0.04351586471098899,9.511750221252441,9.912249565124512
81,165888,1423.9288156153964,114,9.897956090814928,0.00940263685308685,9.847000122070312,9.912249565124512,19.823529411764707,2.705882352941176,17.0,41.0,0.2995660996530205,5.288967482745647,-0.01011488018775708,0.002946403029454814,0.06620835142658513,9.897956090814928,0.00940263685308685,9.847000122070312,9.912249565124512
82,167936,1406.457209155042,116,9.8982695514716,0.009256539998531588,9.869499206542969,9.912249565124512,19.87378640776699,2.4162862125945415,17.0,31.0,0.27273718221113086,5.38935986161232,-0.00234152931443532,0.0032015159995353315,0.1242945332073819,9.8982695514716,0.009256539998531588,9.869499206542969,9.912249565124512
83,169984,1402.4483754658809,117,9.897434045683664,0.01007108791837497,9.862750053405762,9.912249565124512,19.735849056603772,2.0295081976641294,17.0,28.0,0.2718087250832468,5.364794306457043,-0.007119611720554531,0.0012960444478267164,0.05285737451121286,9.897434045683664,0.01007108791837497,9.862750053405762,9.912249565124512
84,172032,1382.7771289175025,119,9.897220153808593,0.013499549988918965,9.840250015258789,9.912249565124512,20.39,4.937398100214322,17.0,46.0,0.32645628810860217,5.099930703639984,0.0014985797970439307,0.005547653337998781,0.14692700021212307,9.897220153808593,0.013499549988918965,9.840250015258789,9.912249565124512
85,174080,1458.0926868541335,120,9.897477487120966,0.00902371057486748,9.87399959564209,9.912249565124512,20.03030303030303,2.7356772856466343,17.0,32.0,0.2927749273367226,5.221831865608692,-0.003927258117983001,0.002975917267121986,0.07827193148611251,9.897477487120966,0.00902371057486748,9.87399959564209,9.912249565124512
86,176128,1411.138748686596,122,9.899291806750828,0.008271929256698087,9.867250442504883,9.912249565124512,19.50925925925926,2.061532019183299,17.0,34.0,0.27225524350069463,5.292221672832966,0.021837036691067624,0.02345377158599149,0.2843494579509047,9.899291806750828,0.008271929256698087,9.867250442504883,9.912249565124512
87,178176,1461.3382237783485,123,9.894853188819493,0.029481044160428013,9.624250411987305,9.912249565124512,20.5979381443299,6.603122962822459,17.0,80.0,0.26956953085027635,5.165076337754726,-0.03757568279252155,0.017951086672837846,0.2066784783595698,9.894853188819493,0.029481044160428013,9.624250411987305,9.912249565124512
88,180224,1444.8732247814298,125,9.899121800693896,0.015292183398147235,9.763750076293945,9.912249565124512,19.376146788990827,2.7084271844218697,17.0,39.0,0.3206055792979896,5.273407906293869,-0.028445647936678142,0.08046224973077187,0.2999629609596741,9.899121800693896,0.015292183398147235,9.763750076293945,9.912249565124512
89,182272,1407.1543930416915,126,9.89807953284337,0.010460254010174887,9.851499557495117,9.912249565124512,19.66346153846154,2.6660637108027205,17.0,41.0,0.31988446204923093,5.285620287060738,-0.06685276972712018,0.003759590232220944,0.11562326816079649,9.89807953284337,0.010460254010174887,9.851499557495117,9.912249565124512
